name,adress,regitration,link
VTB API Hackathon,"Онлайн + офлайн, Москва",,https://vtbapihack.ru/?utm_source=vk&utm_medium=participate&utm_campaign=codenrock&utm_content=post_anons&utm_term=codenrock_pst1#5
Искусственный интеллект,"Челябинск, Точка кипения ЮУрГУ Челябинск",,https://leader-id.ru/events/238903
CityHeroes,Онлайн при поддержке Точка кипения - Омск,,https://leader-id.ru/events/239145
Siberian Game Jam - ,Онлайн,,https://sibgamejam.com/
VR21 ,Онлайн/оффлайн в Красноярске и Южно-Сахалинске,Регистрация: до 31 октября,http://rhck.me/cifra21
Datatanz ,Онлайн,Регистрация: до 1 ноября,http://rhck.me/datatanz
Обеспечение безопасности Интернет-пространства,Онлайн,,https://scienceid.net/login
"Очный этап чемпионата по решению бизнес задач ""Гризли""","Ярославль, Точка кипения ЯрГУ им.П.Г. Демидова Ярославль",,https://leader-id.ru/events/230795
EVRAZ AL CHALLENGE,Онлайн,,https://hackathon.evraz.com/?utm_source=yandex&utm_medium=cpc&utm_campaign=65681147&utm_content=11163169797&utm_term=%D1%83%D1%87%D0%B0%D1%81%D1%82%D0%B8%D0%B5%20%D0%B2%20%D1%85%D0%B0%D0%BA%D0%B0%D1%82%D0%BE%D0%BD%D0%B5&yclid=5901354302435546118
Math Battle,.Онлайн,,https://math.bia-tech.ru/
Дизайнерский хакатон Кибергжель,"Онлайн, Москва",Регистрация: до 20 октября,http://rhck.me/cybergzhel2021
MITW.hack,"ОЭЗ Технополис ""Москва"" в Алабушево",,https://mitwhack.ru/
VOLVO CARS DIGITAL CHALLENGE,Онлайн,,https://vcr-challenge.ru/?utm_source=HackList&utm_medium=HackList&utm_campaign=HackList
Хакатон «Транспорт и логистика»,Онлайн + офлайн ,Прием заявок: до 17 октября 23:59(МСК),https://leadersofdigital.ru/event/63011/?utm_source=tproger_ru&utm_medium=article&utm_campaign=tproger_events&utm_content=announce#cases
Хакатон по беспроводной связи и интернету вещей,"Томск, Точка кипения ТУСУР Томск",,https://leader-id.ru/events/235769
ХАКАТОН'21 КОДЫ БЕСКОНЕЧНОСТИ,"Онлайн, Екатеринбург",,https://vk.com/hackathon_urfu
Хакатон INDUSTRY2021 #навигатор2021,"Ростов-на-Дону, Точка кипения - Ростов-на-Дону",,https://leader-id.ru/events/236806
Хакатон «Капли росы СГТУ»,"Саратов, Точка кипения СГТУ им. Гагарина Ю.А. Саратов",,https://leader-id.ru/events/223945
AUTUMN HACK 2021,Онлайн ,Прием заявок: до 15 октября 2021 года,https://glowbytehackathon.ru/#page_start
Хакатон AR/VR,"Хабаровск, Точка кипения ТОГУ Хабаровск ",,https://leader-id.ru/events/237063
Онлайн-конкурс «Лидеры цифровой трансформации»,Онлайн,,https://leaders2021.innoagency.ru/?utm_source=fb&utm_medium=lct&utm_campaign=itevents
TenderHack,"г. Самара, отель Holiday Inn Samara",,https://tenderhack.ru/samara?utm_source=hackathonslist
Разработчик vs Короназавр,онлайн+ оффлайн ,Хакатон: 14-16 октября,https://crt.team/h
Школа информационных технологий,"Ханты-Мансийск, Точка кипения - Ханты-Мансийск",,https://leader-id.ru/events/230714
Хакатоны и лекции по искусственному интеллекту,"г. Пермь, ш. Космонавтов, д. 111, корп. 10",Прием заявок: до 13 октября 2021 года,https://hacks-ai.ru/hakaton/perm
MORE.tеch 3.0 от ВТБ,Онлайн,Регистрация: до 4 октября,https://moretech.vtb.ru/
Уральский хакатон  по дата-журналистике,Екатеринбург,,https://hackathon.ddjural.ru/
"Хакатон ""IT в фотонике""","Пермь, ул Чернышевского, д. 28, Академическая школа ИТ",,https://leader-id.ru/events/229948
"Деловая игра ""Перевод объединяет профессионалов"" (ПОП)","Москва, Точка кипения - Коммуна",,https://leader-id.ru/events/221778
SmartMarket Cup: HTML5 Games,Онлайн,Регистрация: до 30 ноября,http://rhck.me/developerssber
Хакатон для школьников и студентов ISUHack-2021,"Омск, пр-кт Мира, д. 5, ФГБОУ ВО СибАДИ",,https://leader-id.ru/events/227383
e-Legion Hack,Онлайн ,Регистрация: до 28 сентября,http://rhck.me/elegionhack
Uchi://Hack,Онлайн ,Регистрация: до 28 сентября,http://rhck.me/uchihack
Definition,Москва ,Регистрация: до 23 сентября,http://rhck.me/definitionhack2021
Rosneft Challenge 2021,,Призовой фонд: 1 250 000 рублей ,https://codenrock.com/contests/rosneftchallenge2021#/
Tatar.Бу Хакатон,Казань ,Регистрация: до 13 сентября,http://rhck.me/by
Demhack 3 ,офлайн + online,Регистрация: до 10 сентября,http://rhck.me/demhack2021
Онлайн-хакатон по разработке «городских» навыков Алисы,Онлайн,Прием заявок: до 7 сентября,http://rhck.me/alis
"Онлайн ""Хакатон 3.0"" Оренбургская область",Онлайн ,,https://leader-id.ru/events/213136
Хакатоны и лекции по искусственному интеллекту,Офлайн ,Хакатон: 18-20 июня 2021,https://hacks-ai.ru/
Ред Софт Хакатон,Офлайн-хакатон в Сколково,,https://redsoft.sk.ru/
GPN Tech.Challenge Connect,Онлайн,,https://reg.gpn-techchallenge.ru/login
Health&Science,Онлайн + офлайн ,Регистрация до 13 июня,https://leadersofdigital.ru/event/63008/case/704366#prize
Dev.Hack,Онлайн,,https://clck.ru/VABDf
"Кибербиатлон ""IT-battle""",Офлайн,Хакатон: 28 мая 2021,https://it-battle.tech/
GPB hack,Офлайн,Хакатон: 28 - 30 мая 2021,https://bit.ly/2R91qfJ
VTBхMGNT Хакатон,Онлайн-хакатон,,https://vtbxmgnt.ru/?utm_source=vk&utm_medium=participate&utm_campaign=hacklist&utm_content=post_vtbxmgnt&utm_term=hacklist
NSDProgress.Tech,Онлайн-хакатон ,,https://nsdprogress.tech/
EESTech Challenge,Онлайн-хакатон ,,https://codenrock.com/contests/422#/
AMC MAKEATHON 2021,Онлайн-хакатон ,,https://amc.ru/produce/amc-makeathon-2021/
Авиахакатон-2021,Онлайн-хакатон,,https://aviahackathon.mai.ru/
Хакатон по дисраптивным информационным технологиям,Онлайн-хакатон ,,https://croboddit.devpost.com/
SMZ Hack 2.0,Онлайн-хакатон ,,https://smzhack.ru/?utm_campaign=hacklist
Хакатон Норникеля,Онлайн-хакатон,,https://nnhackathon.ru/?utm_source=hackathon_list
Moscow Travel Hack,"Офлайн-хакатон, Москва",,https://travelhack.moscow/
Audithon,Онлайн-хакатон,,https://audithon.ru/
<HackNU/2021>,Online-хакатон,,https://ru.hacknu.kz/
Controller,Online-хакатон,,https://noesis.games/controller?utm_source=tg&utm_medium=social&utm_campaign=controller_hack
HackAtom RU 2021,Online-хакатон,,https://ru.hackatom.org/#rec276126446
iVision,Online/офлайн-хакатон,,http://ivision.citylink.pro/
SberCode,Online-хакатон,,https://sbercode.tech/about/
 TezosDeFiHackathon,Online-хакатон,,https://hackathon.tezos.org.ua/?utm_source=hackathonlist&utm_medium=telegram
Students Hack,Онлайн-хакатон,,https://studentshack.ru/?utm_source=telegram&utm_medium=participate&utm_campaign=codenrock&utm_content=post_anons_studentshack&utm_term=tech_events
Прожектор 2021,Online-марафон,,https://projector2021.te-st.ru/
CHARITY BOOST,Online-хакатон, ,https://blagotvoritelnyy-events.timepad.ru/event/1527046/
Data Fusion Contest,Online-хакатон, ,https://data-fusion.ru/
Hack.Genesis_ONLINE_,Online-марафон для разработчиков и дизайнеров,Регистрация: до 27 января 2021,https://pgenesis.ru/events/hackgenesis_jan21?utm_source=VK&utm_medium=VK&utm_campaign=Hack_Genesis_ONLINE_29_31_01
